0                       0                   
0.25                    0.247403959254523   
0.5                     0.479425538604203   
0.75                    0.681638760023334   
1                       0.841470984807896   
1.25                    0.948984619355586   
1.5                     0.997494986604054   
1.75                    0.983985946873937   
2                       0.909297426825682   
2.25                    0.778073196887921   
2.5                     0.598472144103956   
2.75                    0.381660992052332   
3                       0.141120008059867   
3.25                    -0.108195134530108  
3.5                     -0.35078322768962   
3.75                    -0.571561318742344  
4                       -0.756802495307928  
4.25                    -0.894989358228584  
4.5                     -0.977530117665097  
4.75                    -0.999292788975378  
5                       -0.958924274663138  
5.25                    -0.858934493426592  
5.5                     -0.705540325570392  
5.75                    -0.508279077499258  
6                       -0.279415498198926  
